title,prompt,response
Bridgetown,Help me plan a 7-day itinerary for my trip from Dublin to Bridgetown.,"[Context]
[Attractions]
- Parliament
  The neo-Gothic parliament buildings are open to the public when parliament is in session.
- Barbados Museum (B$15/B$7.50 Adults/Children)
  Housed in the former British Military Prison, the Barbados Museum is an excellent place to go to catch up on the history of the island though you'll have the place to yourself. The exhibits start from the time the coral island first appeared; briefly cover the history of the indigenous people of Barbados; the arrival of Europeans and African slaves and the culture of the island during the colonial period; the emancipation of slaves; independence from the British; and more recent history. There is an interactive children's section that the young ones will enjoy. A small concession serves cold drinks.
- Careenage
  Once a port for ships, the Careenage now houses restaurants, bars, and boutiques set in what used to be warehouses and stores for ship supplies. Well protected from the open sea, walk along the Careenage with period buildings on one side and fishing and pleasure boats on the other, stop off for a rum at the Waterfront Cafe, and (with a bit of imagination!) you can almost step 150 years back in time!
- St. Mary's Church
  The current Georgian building was constructed in 1827 but there has been a church here since 1630.

[Activities]
- Mount Gay Rum Distillery Tour (US $8-60)
  Sugarcane, the primary agricultural crop of Barbados, is """"rum in the first phase,"""" and you can see how sugarcane is made into the final product at the Mount Gay Rum Distillery. Three tours types are offered: '''Standard tour''' (US $8, B$16) approximately 45 minutes long, starting every hour, kids free; '''Cocktail tour''' (US $40, B$80) approximately 2 hours long, starting at 14:00 Wednesday, includes a cocktail-making contest at the end of the tour, where the tour participants make their own cocktails with Mount Gay Rum and other ingredients, and compete for the best cocktail; '''Lunch tour''' (US $60, B$120) approximately 2 hours, by reservation only. Includes an outdoor Bajan lunch, along with the omnipresent rum punch. Note that the distillery's flash website is so overwrought and confusing as to be not worth your while—give them a call directly to set something up.
- A day at the races
  Barbados has an active horse racing calendar centered around the Barbados Derby Day and the Barbados Gold Cup Day. Rub shoulders with the cream of Barbados society as well as with the serious punters at the race course in Garrison.
- The Dive Shop (Scuba Dive) (US $60-100)
  A one tank dive is US $60 and a 2-tank dive is US $100. Resort class and dive is US $85. Multi-dive packages also exist, such as a 3-dive (1-day) package. Snorkeling is also offered for US $25
- Watch Cricket
  Kensington Oval is like the Lord's of the West Indies. If you're lucky enough, try to catch a ''one day international'' or a ''test match'' at the oval and you'll get a sense for the fun and excitement that goes with West Indies cricket.

[Restaurants]
- Waterfront Cafe (B$15-B$50)
  Set on the cool side of The Careenage, Waterfront Cafe is an excellent place to sample Bajan cuisine washed down with a rum punch or Banks on tap. Live music every night.

[Bars]
- Harbour Lights (B$40)
  The place to go in Barbados. B$40 gets you in and you won't have to pay for a drink all night. The bar / club extends right onto the beach and its a great place to meet other travellers and live music is on every night. You won't want to go anywhere else once you've been.

[Hotels]
- Hilton Barbados
  Needham's Point St Michael, Bridgetown.
- Courtyard Bridgetown"
Bridgetown,I'd love a day-by-day 4-day itinerary for my trip from São Paulo to Bridgetown.,"[Context]
[Attractions]
- Barbados Museum (B$15/B$7.50 Adults/Children)
  Housed in the former British Military Prison, the Barbados Museum is an excellent place to go to catch up on the history of the island though you'll have the place to yourself. The exhibits start from the time the coral island first appeared; briefly cover the history of the indigenous people of Barbados; the arrival of Europeans and African slaves and the culture of the island during the colonial period; the emancipation of slaves; independence from the British; and more recent history. There is an interactive children's section that the young ones will enjoy. A small concession serves cold drinks.
- Parliament
  The neo-Gothic parliament buildings are open to the public when parliament is in session.
- Careenage
  Once a port for ships, the Careenage now houses restaurants, bars, and boutiques set in what used to be warehouses and stores for ship supplies. Well protected from the open sea, walk along the Careenage with period buildings on one side and fishing and pleasure boats on the other, stop off for a rum at the Waterfront Cafe, and (with a bit of imagination!) you can almost step 150 years back in time!

[Activities]
- A day at the races
  Barbados has an active horse racing calendar centered around the Barbados Derby Day and the Barbados Gold Cup Day. Rub shoulders with the cream of Barbados society as well as with the serious punters at the race course in Garrison.
- Watch Cricket
  Kensington Oval is like the Lord's of the West Indies. If you're lucky enough, try to catch a ''one day international'' or a ''test match'' at the oval and you'll get a sense for the fun and excitement that goes with West Indies cricket.
- Mount Gay Rum Distillery Tour (US $8-60)
  Sugarcane, the primary agricultural crop of Barbados, is """"rum in the first phase,"""" and you can see how sugarcane is made into the final product at the Mount Gay Rum Distillery. Three tours types are offered: '''Standard tour''' (US $8, B$16) approximately 45 minutes long, starting every hour, kids free; '''Cocktail tour''' (US $40, B$80) approximately 2 hours long, starting at 14:00 Wednesday, includes a cocktail-making contest at the end of the tour, where the tour participants make their own cocktails with Mount Gay Rum and other ingredients, and compete for the best cocktail; '''Lunch tour''' (US $60, B$120) approximately 2 hours, by reservation only. Includes an outdoor Bajan lunch, along with the omnipresent rum punch. Note that the distillery's flash website is so overwrought and confusing as to be not worth your while—give them a call directly to set something up.
- The Dive Shop (Scuba Dive) (US $60-100)
  A one tank dive is US $60 and a 2-tank dive is US $100. Resort class and dive is US $85. Multi-dive packages also exist, such as a 3-dive (1-day) package. Snorkeling is also offered for US $25

[Restaurants]
- Waterfront Cafe (B$15-B$50)
  Set on the cool side of The Careenage, Waterfront Cafe is an excellent place to sample Bajan cuisine washed down with a rum punch or Banks on tap. Live music every night.

[Bars]
- Harbour Lights (B$40)
  The place to go in Barbados. B$40 gets you in and you won't have to pay for a drink all night. The bar / club extends right onto the beach and its a great place to meet other travellers and live music is on every night. You won't want to go anywhere else once you've been.

[Hotels]
- Hilton Barbados
  Needham's Point St Michael, Bridgetown.
- Courtyard Bridgetown"
Bridgetown,I need a 6-day travel itinerary from Buenos Aires to Bridgetown with a budget of around $100 per day.,"[Context]
[Attractions]
- St. Mary's Church
  The current Georgian building was constructed in 1827 but there has been a church here since 1630.
- Careenage
  Once a port for ships, the Careenage now houses restaurants, bars, and boutiques set in what used to be warehouses and stores for ship supplies. Well protected from the open sea, walk along the Careenage with period buildings on one side and fishing and pleasure boats on the other, stop off for a rum at the Waterfront Cafe, and (with a bit of imagination!) you can almost step 150 years back in time!
- Parliament
  The neo-Gothic parliament buildings are open to the public when parliament is in session.

[Activities]
- A day at the races
  Barbados has an active horse racing calendar centered around the Barbados Derby Day and the Barbados Gold Cup Day. Rub shoulders with the cream of Barbados society as well as with the serious punters at the race course in Garrison.
- Watch Cricket
  Kensington Oval is like the Lord's of the West Indies. If you're lucky enough, try to catch a ''one day international'' or a ''test match'' at the oval and you'll get a sense for the fun and excitement that goes with West Indies cricket.
- The Dive Shop (Scuba Dive) (US $60-100)
  A one tank dive is US $60 and a 2-tank dive is US $100. Resort class and dive is US $85. Multi-dive packages also exist, such as a 3-dive (1-day) package. Snorkeling is also offered for US $25

[Restaurants]
- Waterfront Cafe (B$15-B$50)
  Set on the cool side of The Careenage, Waterfront Cafe is an excellent place to sample Bajan cuisine washed down with a rum punch or Banks on tap. Live music every night.

[Bars]
- Harbour Lights (B$40)
  The place to go in Barbados. B$40 gets you in and you won't have to pay for a drink all night. The bar / club extends right onto the beach and its a great place to meet other travellers and live music is on every night. You won't want to go anywhere else once you've been.

[Hotels]
- Hilton Barbados
  Needham's Point St Michael, Bridgetown.
- Courtyard Bridgetown"
Bridlington,Can you create a 7-day travel itinerary from Budapest to Bridlington?,"[Context]
[Activities]
- Birds of Prey Centre and Animal Park
- John Bull Rock Factory tour
  The 2 miles south of the town.

[Restaurants]
- Supattra (£4-22)
  All food cooked to order so can cater to special dietary needs. Full vegetarian menu available.
- FIsh and Chips at 149 (From £5.40 for fish and chips)

[Bars]
- Marine Bar
  Besides serving real ale, the Marine Bar has a wide range of services including disabled access, free wifi, Live music, quizzes, a DJ and both food and accommodation available.

[Hotels]
- Victoria House
  Family run B&B offering daily or weekly mobility scooter hire and a free wifi service. Wheelchair access from street direct to one of ground floor rooms. [http://www.victoriahousebridlington.co.uk/home_access_statement.html Access Statement]
- Sandra's Guest House
- Marina Guest House (from £25 pppp)
  Both of the above are family-run guest houses situated in a quiet residential area with unrestricted road side parking 50 yards from South Beach and 250 yards to the Spa Complex.
- Mowbray Apartments (£25)
  Bridlington self catering apartments with excellent sea views.
- Helena Holiday Flats (from £125 per flat, per week off-peak/£250 per flat, per week, peak)
  Access information for the building is available on the web site. The units are rated 2 and 3 Stars. Central heating is included in the cost, as is parking and wi-fi access. The property is non-smoking, although guests can smoke in the front yard. The flats are close to the train station and supermarket and within walking distance of the town centre and the coach station."
Bridlington,Create a 5-day travel itinerary from Athens to Bridlington with a moderate budget of $200-300 per day.,"[Context]
[Activities]
- Birds of Prey Centre and Animal Park
- John Bull Rock Factory tour
  The 2 miles south of the town.

[Restaurants]
- Supattra (£4-22)
  All food cooked to order so can cater to special dietary needs. Full vegetarian menu available.
- FIsh and Chips at 149 (From £5.40 for fish and chips)

[Bars]
- Marine Bar
  Besides serving real ale, the Marine Bar has a wide range of services including disabled access, free wifi, Live music, quizzes, a DJ and both food and accommodation available.

[Hotels]
- Marina Guest House (from £25 pppp)
  Both of the above are family-run guest houses situated in a quiet residential area with unrestricted road side parking 50 yards from South Beach and 250 yards to the Spa Complex.
- Mowbray Apartments (£25)
  Bridlington self catering apartments with excellent sea views.
- Sandra's Guest House
- Helena Holiday Flats (from £125 per flat, per week off-peak/£250 per flat, per week, peak)
  Access information for the building is available on the web site. The units are rated 2 and 3 Stars. Central heating is included in the cost, as is parking and wi-fi access. The property is non-smoking, although guests can smoke in the front yard. The flats are close to the train station and supermarket and within walking distance of the town centre and the coach station.
- Victoria House
  Family run B&B offering daily or weekly mobility scooter hire and a free wifi service. Wheelchair access from street direct to one of ground floor rooms. [http://www.victoriahousebridlington.co.uk/home_access_statement.html Access Statement]"
Bridlington,Please draft a 4-day travel plan from Dallas to Bridlington.,"[Context]
[Activities]
- John Bull Rock Factory tour
  The 2 miles south of the town.
- Birds of Prey Centre and Animal Park

[Restaurants]
- FIsh and Chips at 149 (From £5.40 for fish and chips)
- Supattra (£4-22)
  All food cooked to order so can cater to special dietary needs. Full vegetarian menu available.

[Bars]
- Marine Bar
  Besides serving real ale, the Marine Bar has a wide range of services including disabled access, free wifi, Live music, quizzes, a DJ and both food and accommodation available.

[Hotels]
- Victoria House
  Family run B&B offering daily or weekly mobility scooter hire and a free wifi service. Wheelchair access from street direct to one of ground floor rooms. [http://www.victoriahousebridlington.co.uk/home_access_statement.html Access Statement]
- Mowbray Apartments (£25)
  Bridlington self catering apartments with excellent sea views.
- Marina Guest House (from £25 pppp)
  Both of the above are family-run guest houses situated in a quiet residential area with unrestricted road side parking 50 yards from South Beach and 250 yards to the Spa Complex."
Brig,Can you create a 6-day travel itinerary from Athens to Brig?,"[Context]
[Attractions]
- Swiss Guard Museum (CHF 10)
  This is an old fortification in the neighbouring town of Naters (which is just across the river from the main station). The museum offers an insight into the history of the Swiss Guard in Rome. There is also a couple of other museums located in the same fortification, one among which showcases the fortification itself.
- Stockalper Palace (CHF8 for guided tour)
  This castle was built by a local merchant Kaspar Stockalper in the 17th century. Today the garden and the courtyard can be visited freely whereas the castle can only be visited as part of a guided tour.
- Ernest Guglielminetti Monument
  A monument to Ernest Guglielminetti, the inventor of the tar road.

[Activities]
- Bike
  Located near the railway station. A bike can be rented for free for 4 hours with a deposit of 20 francs. Wednesday to Sunday, 9AM-12:15PM and 1PM-6PM from June to October.

[Restaurants]
- Channa
  The menu includes some local dishes, but the restaurant is mostly known for its excellent pizza.

[Hotels]
- Europe Hotel (CHF140 per night)"
Brig,Please build a 5-day itinerary highlighting the best hotels and restaurants in Brig for visitors from Berlin.,"[Context]
[Attractions]
- Swiss Guard Museum (CHF 10)
  This is an old fortification in the neighbouring town of Naters (which is just across the river from the main station). The museum offers an insight into the history of the Swiss Guard in Rome. There is also a couple of other museums located in the same fortification, one among which showcases the fortification itself.
- Stockalper Palace (CHF8 for guided tour)
  This castle was built by a local merchant Kaspar Stockalper in the 17th century. Today the garden and the courtyard can be visited freely whereas the castle can only be visited as part of a guided tour.
- Ernest Guglielminetti Monument
  A monument to Ernest Guglielminetti, the inventor of the tar road.

[Activities]
- Bike
  Located near the railway station. A bike can be rented for free for 4 hours with a deposit of 20 francs. Wednesday to Sunday, 9AM-12:15PM and 1PM-6PM from June to October.

[Restaurants]
- Channa
  The menu includes some local dishes, but the restaurant is mostly known for its excellent pizza.

[Hotels]
- Europe Hotel (CHF140 per night)"
Brig,Please plan a 4-day itinerary for a trip from Athens to Brig with a luxury budget of $500 per day.,"[Context]
[Attractions]
- Swiss Guard Museum (CHF 10)
  This is an old fortification in the neighbouring town of Naters (which is just across the river from the main station). The museum offers an insight into the history of the Swiss Guard in Rome. There is also a couple of other museums located in the same fortification, one among which showcases the fortification itself.
- Ernest Guglielminetti Monument
  A monument to Ernest Guglielminetti, the inventor of the tar road.
- Stockalper Palace (CHF8 for guided tour)
  This castle was built by a local merchant Kaspar Stockalper in the 17th century. Today the garden and the courtyard can be visited freely whereas the castle can only be visited as part of a guided tour.

[Activities]
- Bike
  Located near the railway station. A bike can be rented for free for 4 hours with a deposit of 20 francs. Wednesday to Sunday, 9AM-12:15PM and 1PM-6PM from June to October.

[Restaurants]
- Channa
  The menu includes some local dishes, but the restaurant is mostly known for its excellent pizza.

[Hotels]
- Europe Hotel (CHF140 per night)"
Brighton (England),Help me plan a 6-day itinerary for my trip from Perth to Brighton (England).,"[Context]
[Attractions]
- Brighton Pier
  Aka the Palace Pier has all the usual seafront arcade attractions. There is also the wreck of '''West Pier''' which was derelict for some time before finally burning down recently. Brighton Pier is all owned by the same company, so there's no real point shopping around for bargains on it (unlike other UK piers); but this does mean it has forced off threats to close it. The pier stands at the foot Grand Parade, south of the Old Steine.
- Brighton Toy and Model Museum
  A little, unknown museum hiding under the viaduct of Brighton Station, specialising in toys from the first half of the Twentieth Century.
- Royal Pavilion (admission £10.00, £5.70 children, other concessions available)
  An interesting architectural attraction, transformed between 1815 and 1823 by the architect John Nash, at the direction of the then Prince Regent (later King George IV), into a sumptuous pleasure palace by the sea. The exterior has an Indian theme, whilst the interior was decorated with Chinese decor. Guided tours available and well worthwhile.

[Activities]
- Oriental Brighton Bed and Breakfast
  Beautiful bed and breakfast in the heart of Brighton.
- Brighton Theatres
  Brighton is a great place to see a theatres show or even a gig. There are many many theatres and venues in and around Brighton.
- Duke of York's Cinema
  The Duke of York's Cinema is Brighton's art house cinema, and the oldest continually operating cinema in Europe. Opened in 1910, it still has a single screen, which shows a mix of art house and more mainstream films, with a Kid's Club on Saturday mornings. The building itself is recognisable by the giant fibreglass legs on the roof. The bar on the first floor is a good place for a drink before the film, with a balcony that has good views of the street below. The (screening-room) balcony at first floor level has two-seat sofas, the ground floor regular cinema seats.

[Restaurants]
- Burger Off
  Best Burgers you will ever taste Family run with a Five Star Health inspectorate Rating, well worth a visit
- Preston Street
  On the border of Hove and Brighton has a string of low to mid priced ethnic restaurants. For instance, '''China China''' at number 74 is a good value (around six pounds per person) Chinese restaurant, with lots of seating, five minutes from the beach.
- Bali Brasserie
  Bali Brasserie is one of the finest Brighton restaurants renowned for delicious Indonesian and Malaysian cuisines.
- The Eagle
  Great vegan, vegetarian and carnivorous food
- Pom Poko
  A delightful, small, genuine Japanese cafe, selling a wide range of delicious dishes for a very reasonable price. (Note: if you are eating alone or if there is space at your table, often other diners will be seated with you, which can make some people feel uncomfortable) Take-away available.

[Bars]
- The King and Queen
  A faux traditional old pub that never loses its popularity! The decor is in a fake-medieval style, but the place is fun if you like a studenty atmosphere. Especially popular with students from the language school called St.Giles close to the pub always hang out here. It is a meeting point for them. As the name of the pub shows, there are portraits of former English kings and queens. The pub has a high ceiling and the space is large. Various forms of entertainment which include karaoke, televised sport and occasional live music.
- Bulldog (Su-T Free, F-S membership + entry fee required)
  The oldest gay bar in Brighton. Mostly 30+ clientele. The lights are dark, the music loud, and the drinks are cheap. A real love-it-or-hate-it venue, but always memorable.
- The Evening Star
  If you enjoy real ales this is a must. They have a wide selection of tap ales, ciders and bottled Headbangers too. Best of all, it's really cheap!
- Charles Street (Entry fee selected nights)
  LGBT-orientatated bar. Half-price drinks (exc. sparkling wine and cocktails) M-F 5-9PM, Sun 8.30PM-close. Small dance floor. Get there early to get a table. Outside smoking garden, sheltered but no heaters.
- The Bee's Mouth
  Hove. This self-described """"jazz dive"""" serves a selection of potent and pricey world beers in faux-oriental ambience resembling one of Amsterdam's more smokily atmospheric venues.

[Hotels]
- The Brighton Hotel
  This Grade II listed hotel is on the seafront directly opposite the Brighton Bandstand.
- Hotel Du Vin
  Close to the Sea front and the pier with a beautiful courtyard entry. This is where the stars stay when in Brighton. Great restaurant as well. Rooms start at around £175 but many would say 'completely worth it for the exclusivity alone'.
- The Claremont
  5 star hotel 50 yards from the seafront in Hove. Single £75, double from £125.
- Lansdowne Hotel
  Boutique hotel with spa and wedding facilities £90 single, £130 double."
Brighton (England),Help me plan a 7-day itinerary for my trip from Rome to Brighton (England).,"[Context]
[Attractions]
- Royal Pavilion (admission £10.00, £5.70 children, other concessions available)
  An interesting architectural attraction, transformed between 1815 and 1823 by the architect John Nash, at the direction of the then Prince Regent (later King George IV), into a sumptuous pleasure palace by the sea. The exterior has an Indian theme, whilst the interior was decorated with Chinese decor. Guided tours available and well worthwhile.
- Sea Life Centre
  An aquarium with walkthrough underwater tunnel, adjacent to Brighton Pier. This is the oldest working Aquarium in the world.
- Fabrica
  Contemporary art gallery that specialises in new commissioned site specific work. As an artist led space this is a unique venue in the southeast that shows important new works by international artists. Fabrica is not a selling gallery but a place that offers access to exciting large scale work and media installations. It is housed in a renovated church on the corner of Ship St and Duke St in the City centre, entrance is free.
- Volks Railway
  The first public electric railway in the world, opened in 1883, runs from the Aquarium at Brighton Pier to Black Rock near the Marina (operates April to September).

[Activities]
- Oriental Brighton Bed and Breakfast
  Beautiful bed and breakfast in the heart of Brighton.
- Duke of York's Cinema
  The Duke of York's Cinema is Brighton's art house cinema, and the oldest continually operating cinema in Europe. Opened in 1910, it still has a single screen, which shows a mix of art house and more mainstream films, with a Kid's Club on Saturday mornings. The building itself is recognisable by the giant fibreglass legs on the roof. The bar on the first floor is a good place for a drink before the film, with a balcony that has good views of the street below. The (screening-room) balcony at first floor level has two-seat sofas, the ground floor regular cinema seats.
- Brighton Theatres
  Brighton is a great place to see a theatres show or even a gig. There are many many theatres and venues in and around Brighton.

[Restaurants]
- Pom Poko
  A delightful, small, genuine Japanese cafe, selling a wide range of delicious dishes for a very reasonable price. (Note: if you are eating alone or if there is space at your table, often other diners will be seated with you, which can make some people feel uncomfortable) Take-away available.
- Bali Brasserie
  Bali Brasserie is one of the finest Brighton restaurants renowned for delicious Indonesian and Malaysian cuisines.
- The Regency
  Good value fish and seafood restaurant that won't break the bank.

[Bars]
- The Lord Nelson
  The """"Nellie"""" is a thoroughly traditional, multi-roomed pub serving a range of ales from the 200 year old brewery in nearby Lewes.
- The Bee's Mouth
  Hove. This self-described """"jazz dive"""" serves a selection of potent and pricey world beers in faux-oriental ambience resembling one of Amsterdam's more smokily atmospheric venues.
- The Ranelagh
  Blues pub with regular gigs, real ale and a musical decor to match.

[Hotels]
- Grapevine Seafront
- Granville Hotel
  It's right on the seafront, with no other buildings between it and the beach, and so half of its 24 rooms have a great view of the sea. Each room is decorated in a different style - Japanese, Art Deco, Wedgwood and lace, etc. Some of the rooms have built-in Jacuzzis in the en-suite baths. Well-executed breakfasts, including a vegetarian (and optionally vegan) version of a full English breakfast. Seaview rooms start from £108 (price for two people including breakfast); other rooms are £88. All rooms are non-smoking.
- Lansdowne Hotel
  Boutique hotel with spa and wedding facilities £90 single, £130 double.
- Royal York Hotel
  Boutique Hotel with karaoke, cocktail bar and restaurant rooms start at £150."
Brighton (England),Create a 5-day travel itinerary from Casablanca to Brighton (England) with a moderate budget of $200-300 per day.,"[Context]
[Attractions]
- Royal Pavilion (admission £10.00, £5.70 children, other concessions available)
  An interesting architectural attraction, transformed between 1815 and 1823 by the architect John Nash, at the direction of the then Prince Regent (later King George IV), into a sumptuous pleasure palace by the sea. The exterior has an Indian theme, whilst the interior was decorated with Chinese decor. Guided tours available and well worthwhile.
- Volks Railway
  The first public electric railway in the world, opened in 1883, runs from the Aquarium at Brighton Pier to Black Rock near the Marina (operates April to September).
- Brighton Toy and Model Museum
  A little, unknown museum hiding under the viaduct of Brighton Station, specialising in toys from the first half of the Twentieth Century.

[Activities]
- Duke of York's Cinema
  The Duke of York's Cinema is Brighton's art house cinema, and the oldest continually operating cinema in Europe. Opened in 1910, it still has a single screen, which shows a mix of art house and more mainstream films, with a Kid's Club on Saturday mornings. The building itself is recognisable by the giant fibreglass legs on the roof. The bar on the first floor is a good place for a drink before the film, with a balcony that has good views of the street below. The (screening-room) balcony at first floor level has two-seat sofas, the ground floor regular cinema seats.
- Brighton Theatres
  Brighton is a great place to see a theatres show or even a gig. There are many many theatres and venues in and around Brighton.
- Oriental Brighton Bed and Breakfast
  Beautiful bed and breakfast in the heart of Brighton.

[Restaurants]
- The Chilli Pickle
  Is a high-concept Indian restaurant in Jubilee Square.
- La Cave a Fromage
  Hove. Amazing wine and cheese platters that are constantly changing and very special. Great service.
- The Eagle
  Great vegan, vegetarian and carnivorous food

[Bars]
- Bulldog (Su-T Free, F-S membership + entry fee required)
  The oldest gay bar in Brighton. Mostly 30+ clientele. The lights are dark, the music loud, and the drinks are cheap. A real love-it-or-hate-it venue, but always memorable.
- The Evening Star
  If you enjoy real ales this is a must. They have a wide selection of tap ales, ciders and bottled Headbangers too. Best of all, it's really cheap!
- The Bee's Mouth
  Hove. This self-described """"jazz dive"""" serves a selection of potent and pricey world beers in faux-oriental ambience resembling one of Amsterdam's more smokily atmospheric venues.

[Hotels]
- Hotel Una
  Hotel Una tucked away in Regency Square just adjacent to the West pier, singles start at £55 and stretch up to £375 for their top room. Bit of a secret at the moment, well worth discovering. Excellent website shows all the individual room styles.
- Grapevine North Laines
  Located on the North Laines with a great cafe, this place is a fantastic place to stay and eat. Mixed dorm Rooms start at around £12 per person per night depending on season and you are right in the action with great pubs, bars, restaurants and shops surrounding you.
- St Christopher's Brighton Hostel
  (bookings are taken via the central office, tel: +44 20 7407-1856) Directly next to the National Express coach station, on the seafront and with direct view of Brighton Pier; bed in a &ndash; albeit fairly cramped &ndash; mixed dorm from £16 a night, continental breakfast included; hotel rooms are also available; clean, no curfew, friendly staff. Note the hostel rooms are directly above a pub so if you are planning on getting some sleep this may not be the best choice for you!
- Kipps Hostel
  Close to Old Stein, Kipps is a pleasant place to stay with a variety of room sizes (10 share mixed dorm to private rooms). The staff are very helpful and welcoming."
Bristol,Design a detailed 3-day travel itinerary for a trip from Montreal to Bristol.,"[Context]
[Attractions]
- Clifton Lido
  A Grade II* listed building. The Lido and pub are separately managed, the historic Lido having closed in 1989, completely refurbished and reopened 24th November 2008. The '''Victoria freehouse pub''' stands in one corner of the site; it was created in 1851 to provide the funds to rescue the Lido the first time, and was itself saved from closure in April 2006.
- Easton
  Is possibly the most multicultural area in Bristol where people of all nationalities rub shoulders. Here you can find anything from anywhere in the world - black hair and beauty, saris, Moroccan and Somalian cafes...You name it, you'll find it in Easton! This area is quite rightly home to the World On Your Doorstep festival held every June on Stapleton Road. For fantastic cafes and specialist shops (including the locally-famed '''[http://www.sweetmart.co.uk/ Bristol Sweet Mart]''' selling a large range of south-Asian foods and ingredients) head to St Marks Road.
- Leigh Woods
  A wilderness of beauty and tranquility set against the breathtaking backdrop of the Avon Gorge and Brunel's world famous suspension bridge (National Trust)
- Street Art (free)
  Street artist Banksy is from Bristol and some of his works can be seen around the city.

[Activities]
- St Paul´s Carnival
- Festival of Ideas
- Anson Rooms
  From Comedians to live music, many renowned artists as well as the universities' students often perform here.
- Redgrave Theatre
  320 seat theatre hosting amateur drama, Bristol Old Vic Theatre School productions and concerts.
- Oppo Comedy (£2+)
  Sunday evenings from 8:30PM, hosted by Mark Olver

[Shops]
- The Mall Cribbs Causeway
  Is an out of town mall off junction 17 of the M5. This has a large John Lewis and Marks and Spencer as well as lots of other fashionable shops. The surrounding area of Cribbs Causeway is also home to large stores such as TK Maxx and furniture stores, with The Venue – including the Vue cinema complex, and chain restaurants such as Frankie & Benny's, Chiquitos and TGIF's.
- Avonmeads
  Situated between St Philips and Brislington, Avonmeads has a few out of town shops, restaurants, Showcase cinema and bowling. Shops include Boots, Mothercare, Currys, Brantano, Outfit, The Range, and M&S Simply Food. A short distance away is Sainsburys.
- St Nicholas Market
  Historic covered market, established in 1743, with about 50 stalls. Outdoors there is a '''Nails Market''' on Fri, Sat; '''Farmers Market''' on Wed; '''Food Market''' on Fri.

[Restaurants]
- Glassboat
  Situated on a converted river barge next to Bristol Bridge, this up-market restaurant was furnished with reclaimed materials from the surrounding city, and has been under the same ownership for 28 years. Mains range from £15-25, with an early bird menu before 7PM allowing for 3 courses for £20.
- Racks Bar & Kitchen
  Lunch menu from £5 and Sunday Roasts from £11.50.
- Zero Degrees
  Californian-style gourmet pizzas (reminiscent of California Pizza Kitchen, but much thinner, biscuity bases) from £7-9, specialty sausages, mussels, salads. On-site microbrewery brewing Bavarian-style Black Ale, Wheat Ale, Czech-style Pilsner, New England-style Pale Ale and usually a special beer (usually a fruit beer such as Mango or Raspberry).

[Bars]
- Racks Bar & Kitchen
  Located in an old wine cellar (hence the name), Racks has been established as a go-to bar in Clifton for over 30 years.
- The Green Man
  opened in September 2008 as the first 'Organic' Pub in the city. The pub was formerly the Georgian-built 'The Bell'. Notably, all the alcoholic drinks are Organic and the freshly-prepared food is all Organic or Free Range. Two of the six real ales are served on gravity from the barrel.
- The Apple
  The Apple: A floating cider bar! A converted old Dutch Barge where the decks have been transformed into seating areas where you can sit and lull with the water whilst enjoying some of the West Country’s finest ciders. A really unique place to grab a drink. Just be wary of what cider you are drinking as some are rather lethal and could lead to a man over board situation.

[Hotels]
- Rock N Bowl Motel (at The Lanes) (From £10/dorm bed, £45/double)
  A youth hostel, situated above a bowling alley, which doubles as a bar/nightclub, in a converted 1930s primary school. Perfect location in the Old City. Can be a bit noisy at weekends, but they offer free earplugs, and their indie-ish atmosphere means that the music's usually good and often live.
- Holiday Inn, Bristol - Filton
  For those looking to visit Bristol and experience a leisurely break in tranquil surroundings. A 211 room hotel located 15 minutes from the centre within 11 acres of land and with its own fishing lake plus the added advantage of free parking! From £60.
- Arnos Manor Hotel (From £45)
  Built in 1760 as the luxurious home of wealthy Bristol merchant William Reeve, this historic building boasts many original Georgian Gothic features."
